Tipo,Inep,Nome,AbreviacaoNome,Telefone
NI                                                                                        ,43185061,AS. INST DA JUV. FEM CENTRO EDUCACIONAL SÃO CARLOS      ,CENTRO SAO CARL               ,33861096
NI                                                                                        ,43185126,161CRECHE E RECREACAO RAIO DO SOL                       ,RAIO DE SOL                   ,33184332
NI                                                                                        ,43185231,INSTITUTO ESPIRITA AMIGO GERMANO                        ,AMIGO GERMANO                 ,32333392
NI                                                                                        ,43185290,CRECHE NOSSA SENHORA DOS NAVEGANTES                     ,NOSSA SENHOR DO               ,33422324
NI                                                                                        ,43185380,CRECHE PADRE IGNACIO VALLE                              ,PADRE IGNACIO V               ,33644830
NI                                                                                        ,43185401,ESCOLA  DESENVOLV. INFANTIL CRECHE MAMAE CORUJA         ,MAMAE CORUJA                  ,32235202
NI                                                                                        ,43185622,CRECHE SANTA TERESINHA                                  ,SANTA TERESINHA               ,33311289
NI                                                                                        ,43186700,COLEGIO UNIFICADO                                       ,UNIFICADO                     ,32271784
NI                                                                                        ,43187358,FILHOTINHO CENTRO DE EDUCAÇAO INFANTIL LTDA             ,FILHOTINHO                    ,33663890
NI                                                                                        ,43187390,YK-ESPACO INFANTIL LTDA                                 ,YK-ESPAÇO                     ,33285147
NI                                                                                        ,43187412,CRECHE RECANTO DA CRIANCA                               ,RECANTO                       ,33472292
NI                                                                                        ,43187420,CRECHE RECREIO INFANTIL PRIMEIROS PASSOS                ,RECREIO INFANTI               ,33393034
NI                                                                                        ,43187455,CASA DE ASSIST.  À CRIANÇA DA IGREJA METODISTA          ,CRIANÇA DA IGRE               ,33343224
NI                                                                                        ,43187510,CRECHE COLEGINHO CENTRO DE CUIDADOS INFANTIS            ,COLEGINHO                     ,3407458
NI                                                                                        ,43187528,CRECHE CIRCO DA FOLIA LTDA                              ,CIRCO FOLIA                   ,33394222
NI                                                                                        ,43187536,CRECHE CENTRO INFANTIL SER CRIANCA LTDA                 ,SER CRIANÇA                   ,33211442
NI                                                                                        ,43187544,ESCOLA DE EDUCAÇÃO INFANTIL CARACOL LTDA                ,CARACOL                       ,33328411
NI                                                                                        ,43187552,INSTITUTO DE EDUCACAO INFANTIL SONHO MEU LTDA           ,SONHO MEU                     ,33391915
NI                                                                                        ,43187579,PRÉ-ESCOLA ALGODÃO DOCE                                 ,ALGODÃO DOCE                  ,33417604
NI                                                                                        ,43187587,CRECHE ESCOLA INFANTIL LAR  DA PEQUENA CRIANCA          ,LAR DA PEQUENA                ,33863022
NI                                                                                        ,43187595,CRECHE CENTRO INFANTIL RECANTO FELIZ-LTDA               ,RECANTO FELIZ                 ,33378748
NI                                                                                        ,43187633,CRECHE SOSSEGO DA MAMAE LTDA                            ,SOSSEGO DA MAMA               ,33474828
NI                                                                                        ,43187641,MAMAE DEIXA RECREAÇÕES INFANTIS LTDA                    ,MAMAE DEIXA                   ,3317138
NI                                                                                        ,43187650,CRECHE CRIATIVIDADE LTDA                                ,CRIATIVIDADE                  ,33116017
NI                                                                                        ,43187668,INSTIT. DE EDUCAÇÃO INFANTIL CANTINHO DO PIMPOLHO       ,CANTINHO DO PIM               ,32501990
NI                                                                                        ,43187676,CARROSSEL BEBE                                          ,CARROSEL BEBE                 ,33319400
NI                                                                                        ,43187684,ESCOLA REI ARTHUR                                       ,REI ARTHUR                    ,32125248
NI                                                                                        ,43187722,CRECHE ESTRELINHA MAGICA                                ,ESTRELINHA MAGI               ,32116187
NI                                                                                        ,43187730,CRECHE ESCOLINHA PIPOQUINHA DOCE                        ,PIPOQUINHA DOCE               ,33477884
NI                                                                                        ,43187757,ESCOLA DE EDUCAÇÃO INFANTIL MOLEQUE TRAVESSO            ,MOLEQUE TRAVESS               ,32199156
NI                                                                                        ,43187773,CRECHE CASTELINHO DO SABER                              ,CASTELINHO DO S               ,3371054
NI                                                                                        ,43187790,ESCOLA DE EDUCAÇÃO INFANTIL TEBALDI                     ,TEBALDI                       ,32497162
NI                                                                                        ,43187870,CRECHE ELSINHA                                          ,CRECHE ELSINHA                ,32237979
NI                                                                                        ,43187897,CRECHE MUNDO DA CRIANÇA-NOEMI TEIXEIRA DE OLIVEIRA      ,NOEMI TEIXEIRA                ,32271067
NI                                                                                        ,43187900,CENTRO DE EDUCAÇÃO INFANTIL PROJETO VIDA LTDA           ,PROJETO VIDA                  ,33660777
NI                                                                                        ,43187919,ESCOLA DE EDUCAÇÃO INFANTIL MEUS BAIXINHOS              ,MEUS BAIXINHOS                ,32683076
NI                                                                                        ,43187927,JARD D INFANCIA LALILU LETRASIN LTDA EPP                ,LALILU                        ,33371348
NI                                                                                        ,43187935,CRECHE JARDIM DE ESTRELAS LTDA                          ,JARDIM DE ESTRE               ,32120552
NI                                                                                        ,43187951,ESCOLA DE EDUCAÇÃO INFANTIL TURMA DA MÔNICA             ,TURMA DA MONICA               ,33286374
NI                                                                                        ,43187960,CENTRO DE RECR INF PLANETA CRIANCA                      ,PLANETA CRIANÇA               ,33818201
NI                                                                                        ,43187978,ESCOLINHA PEDAGOGICA CORUJINHA SAPECA LTDA              ,CORUJINHA SAPEC               ,33346228
NI                                                                                        ,43187986,CRECHE VOVO OLMIRA                                      ,VOVO OLMIRA                   ,3155733
NI                                                                                        ,43187994,CENTRO INFANTIL FABRICA DOS SONHOS LTDA                 ,FABRICA DOS SON               ,32339371
NI                                                                                        ,43188001,PRIMEIRA INFÂNCIA CRECHE MATERNAL E JARDIM              ,PRIMEIRA INFANC               ,33405646
NI                                                                                        ,43188010,CENTRO INFANTIL MUNDO CRIANÇA LTDA.                     ,MUNDO CRIANÇA                 ,33861264
NI                                                                                        ,43188028,ESCOLA INFANTIL RECANTO DO PIA LTDA                     ,RECANTO DO PIA                ,32414744
NI                                                                                        ,43188044,ESCOLA CORACAO MAGICO                                   ,CORACAO MAGICO                ,33641055
NI                                                                                        ,43188052,ESCOLA INCLUSIVA DE EDUCAÇÃO INFANTIL FAZENDINHA        ,FAZENDINHA                    ,32481573
NI                                                                                        ,43188060,-2M BERÇÁRIO CRECHE E RECREAÇÃO LTDA                    ,RECREAÇÃO CRECH               ,32413766
NI                                                                                        ,43188087,CREARE CULTURA RECREAÇÃO ARTES E EDUCAÇÃO               ,CREARE                        ,32685380
NI                                                                                        ,43188109,ESCOLA EDUCAÇÃO INFANTIL MUNDO MAGICO DA ALEGRIA        ,MUNDO MAGICO                  ,33952948
NI                                                                                        ,43188290,CRECHE GIRAFINHA TRAVESSA                               ,GIRAFINHA TRAVE               ,32289597
NI                                                                                        ,43188338,CRECHE HAPPY BABY                                       ,HAPPY BABY                    ,33462837
NI                                                                                        ,43188346,CRECHE SONHO MEU                                        ,SONHO MEU                     ,33624919
NI                                                                                        ,43188362,CRECHE APRENDENDO COM ALEGRIA LTDA                      ,APRENDENDO COM                ,33342036
NI                                                                                        ,43188370,CRECHE DESCOBRINDO O MUNDO                              ,DESCOBRINDO O M               ,32337469
NI                                                                                        ,43188389,CRECHE E RECREAÇÃO GAROTO SAPECA LTDA                   ,GAROTO SAPECA                 ,32252005
NI                                                                                        ,43188397,BORBOLETA AZUL                                          ,BORBOLETA AZUL                ,30264640
NI                                                                                        ,43188419,CENTRO INFANTIL CONSTRUIR                               ,CONSTRUIR                     ,33435924
NI                                                                                        ,43188427,ESCOLA DE DUCAÇÃO INFANTIL TURMA PE NO CHAO             ,TURMA PE NO CHA               ,33431733
NI                                                                                        ,43188443,CENTRO INFANTIL TURMA DO GIZ DE CERA                    ,TURMA DO GIZ DE               ,32214462
NI                                                                                        ,43188451,ESCOLA DE EDUCAÇÃO INFANTIL VOANDO ALTO                 ,VOANDO ALTO                   ,32416869
NI                                                                                        ,43188508,ESCOLA DE EDUCAÇÃO INFANTIL ARCANJO MIGUEL              ,ARCANJO MIGUEL                ,33626605
NI                                                                                        ,43188524,BERÇARIO E CRECHE SEMENTINHA DO AMANHA LTDA             ,SEMENTINHA DO A               ,33444902
NI                                                                                        ,43188532,ESCOLA DE EDUCAÇÃO INFANTIL OFICINA DA CRIANÇA          ,OFICINA D ACRIA               ,33482595
NI                                                                                        ,43188567,ESCOLA PEQUERRUCHO CRECHE E RECREAÇÃO                   ,PEQUERRUCHO                   ,33663053
NI                                                                                        ,43188575,CRECHE BEATRIZ REGINA BIFFI                             ,BEATRIZ                       ,32481109
NI                                                                                        ,43188591,CENTRO DE EDUCAÇÃO INFANTIL BALÃO MÁGICO                ,BALÃO MAGICO                  ,32591810
NI                                                                                        ,43188605,ESCOLA INFANTIL SERELEPE                                ,SERELEPE                      ,33673854
NI                                                                                        ,43188613,CRECHE SOC BENEF E RECREAT VILA RESTINGA                ,VILA RESTINGA                 ,32614394
NI                                                                                        ,43188648,ESCOLA INFANTIL LARANJINHA DO CÉU                       ,LARANJINHA DO C               ,33482122
NI                                                                                        ,43188702,ESCOLA DE EDUCAÇÃO INFANTIL PEDACINHO DO CÉU            ,PEDACINHO DO CE               ,33414522
NI                                                                                        ,43188710,CRECHE ESTACAO DA FELICIDADE LTDA                       ,ESTAÇÃO DA FELI               ,32269974
NI                                                                                        ,43188729,ESCOLA DE EDUCAÇÃO INFANTIL  VOVO MARGARIDA             ,VOVO MARGARIDA                ,32663252
NI                                                                                        ,43188974,CRECHE  EDUCACIONAL TURMINHA DO FAISCA LTDA             ,TURMINHA DO FAI               ,2125685
NI                                                                                        ,43188990,CRECHE ARTE E MANHA LTDA                                ,ARTE E MANHA                  ,32418140
NI                                                                                        ,43189482,CRECHE  E RECREAÇÃO COLINHO LTDA                        ,COLINHO                       ,33186764
NI                                                                                        ,43190057,ESCOLA DE EDUCAÇÃO INFANTIL PÉ DE VENTO                 ,PE DE VENTO                   ,32862737
NI                                                                                        ,43190073,ESCOLA DE EDUCAÇÃO INFANTIL LEVADOS DA BRECA            ,LEVADOS DA BREC               ,32499011
NI                                                                                        ,43190090,BOLA E BAMBOLE LTDA                                     ,BOLA E BAMBOLE                ,30198219
NI                                                                                        ,43190111,ESCOLA DE EDUCAÇÃO INFANTIL  JARDIM ZONA SUL            ,ZONA SUL                      ,96083541
NI                                                                                        ,43190138,CRECHE PLANETA INFANTIL                                 ,PLANETA INFANTI               ,33368604
NI                                                                                        ,43190162,CRECHE CURUMIM                                          ,CURUMIM                       ,32271574
NI                                                                                        ,43190197,CENTRO EDUCACIONAL VIVENDO E APRENDENDO LTDA            ,VIVENDO E APREN               ,32669311
NI                                                                                        ,43190200,CENTRO INFANTIL VOVÓ ANINHA                             ,VÓ ANINHA                     ,32463876
NI                                                                                        ,43190235,ESCOLINHA CILIKA                                        ,CILIKA                        ,2417944
NI                                                                                        ,43190243,CRECHE E BERÇÁRIO BEBÊ CONFORTO LTDA                    ,BEBE CONFORTO                 ,32226462
NI                                                                                        ,43190251,CRECHE BALÃO VERMELHO                                   ,BALÃO VERMELHO                ,32314627
NI                                                                                        ,43190260,FAZENDO DE TUDO - ESCOLA DE EDUCAÇÃO INFANTIL           ,FAEZNDO DE TUDO               ,33304747
NI                                                                                        ,43190278,ESCOLA DE EDUCAÇÃO INFANTIL ESPAÇO ATIVO                ,ESPEÇO ATIVO                  ,33475437
NI                                                                                        ,43190286,BERENICE AMORIM DE AMORIM -ME                           ,BERENICE AMORIN               ,33444908
NI                                                                                        ,43190332,PRÉ-ESCOLA PARAÍSO DOS BAIXINHO                         ,PARAÍSO DOS BAI               ,32460808
NI                                                                                        ,43190340,ESCOLA DE EDUCAÇÃO INFANTIL ARCO IRIS MAGICO            ,ARCO IRIS MAGIC               ,33327410
NI                                                                                        ,43190413,ESCOLA DE EDUCAÇÃO INFANTIL PORTINHO ALEGRE             ,PORTINHO ALEGRE               ,32111697
NI                                                                                        ,43190421,BERÇARIO CRECHE E RECREAÇÃO NENECA                      ,NENECA                        ,33211666
NI                                                                                        ,43190448,PROEPRE CENTRO DE EDUCACAO INFANTIL LTDA                ,PROEPRE                       ,32227878
NI                                                                                        ,43190472,BERÇARIO MATERNAL E CRECHE  GENTE NOSSA LTDA            ,GENTE NOSSA                   ,33419215
NI                                                                                        ,43190510,CRECHE E RECREAÇÃO LAGO DO CISNE LTDA                   ,LAGO DO CISNE                 ,32334909
NI                                                                                        ,43190596,BERÇARIO E RECREAÇÃO MT LTDA -ME                        ,BERÇARIO                      ,33331959
NI                                                                                        ,43190693,ESCOLA DE EDUCAÇÃO INFANTIL AMIGOS DO SABER             ,AMIGOS DO SABER               ,32413504
NI                                                                                        ,43190731,EUGENIA NOAL ROSA - ME                                  ,EUGENIA                       ,32280474
NI                                                                                        ,43190766,CRECHE ESC. DE ED. INFANTIL BICHINHO DA GOIABA          ,BICHINHO DA GOI               ,33343841
NI                                                                                        ,43190820,PRE ESCOLA TETÊ DENGOSO                                 ,TETE                          ,3363356
NI                                                                                        ,43190839,REINO DA FANTASIA CENTRO DE CRIATIVIDADE E RECREAÇ      ,FANTASIA                      ,33395979
NI                                                                                        ,43190847,DOCE AFETO CRECHE BERÇÁRIO E RECREAÇÃO LTDA             ,DOCE AFETO                    ,33486555
NI                                                                                        ,43190863,ESC ENS INF FUND KINDER LAND                            ,KINDER                        ,33381170
NI                                                                                        ,43190871,ESC EDUC INF CENTRO ADM FERNANDO FERRARI                ,FERNANDO FERRAR               ,32881274
NI                                                                                        ,43190880,ESCOLA INFANTIL VIVER E CONVIVER                        ,VIVER E CONVIVE               ,32170044
NI                                                                                        ,43190898,ESCOLA DE EDUCAÇÃO INFANTIL CICLA                       ,CICLA                         ,33286100
NI                                                                                        ,43191100,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL GATINHO TRAVESSO       ,GATINHO TRAVESS               ,3324085
NI                                                                                        ,43191134,ESC EDUC INFANTIL ARQUITETO BATISTTINO ANELE/DAER       ,ARQUITETO BATIS               ,32105287
NI                                                                                        ,43191150,ESCOLA DE EDUCAÇÃO INFANTIL 1001 TRAVESSURAS            ,1001 TRAVESSURA               ,33349360
NI                                                                                        ,43191185,ESCOLA DE EDUCAÇÃO INFANTIL CATA-VENTO                  ,CATA VENTO                    ,33627116
NI                                                                                        ,43191231,ESCOLA DE EDUCAÇÃO INFANTIL REINO DOS BAIXINHOS         ,REINO DOS BAIXI               ,33861314
NI                                                                                        ,43191258,CRECHE WERNER SCHWUCHOW                                 ,WERNER                        ,33143038
NI                                                                                        ,43191266,BABY E CIA                                              ,BABY E CIA                    ,32499245
NI                                                                                        ,43191282,PINÓQUIO CRECHE E RECREAÇÃO LTDA ME                     ,PINÓQUIO                      ,33156863
NI                                                                                        ,43191304,CRECHE CASINHA FELIZ LTDA                               ,CASINHA FELIZ                 ,32238122
NI                                                                                        ,43191320,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL TOK DO SABER           ,TOK DO SABER                  ,33421571
NI                                                                                        ,43191339,CRECHE KINDERGARTEN LTDA                                ,KINDERGERTEN                  ,32197026
NI                                                                                        ,43191347,PEQUENO POLEGAR ESCOLA INFANTIL                         ,PEQUENO                       ,33841391
NI                                                                                        ,43191355,ESC EDUC INF SESI RUBEM BERTA                           ,SESI                          ,33672100
NI                                                                                        ,43191363,CRECHE BEBÊ FOFINHO                                     ,BEBE FOFINHO                  ,32337192
NI                                                                                        ,43191398,ESCOLA DE EDUCAÇÃO INFANTIL CONSTRUIR                   ,CONSTRUIR                     ,32240953
NI                                                                                        ,43191401,CENTRO INFANTIL AMIGUINHOS DA PRAÇA LTDA                ,AMIGUINHOS DA P               ,33282479
NI                                                                                        ,43191410,CENTRO INFANTIL J & A LTDA-ME                           ,J & A                         ,32192379
NI                                                                                        ,43191428,RECREAÇÃO SER FELIZ                                     ,SER FELIZ                     ,32485994
NI                                                                                        ,43191436,CENASA SEMEAR                                           ,CENASA                        ,33641420
NI                                                                                        ,43191444,TURMA DO BARULHO RECREAÇÃO INFANTIL LTDA                ,TURMA DO BARULH               ,32116187
NI                                                                                        ,43191460,ABELHINHA ESCOLINHA DE CRIATIVIDADE E LAZER             ,ABELHINHA                     ,33362654
NI                                                                                        ,43191479,ESCOLA DE EDUCAÇÃO INFANTIL PARQUE DOS PRÍNCIPES        ,PARQUE DOS  PRI               ,33124497
NI                                                                                        ,43191487,ESCOLA DE EDUCAÇÃO INFANTIL DENTE DE LEITE              ,DENTE DE LEITE                ,33405583
NI                                                                                        ,43191495,UM MUNDO ENCANTADO                                      ,MUNDO                         ,33382637
NI                                                                                        ,43191509,CENTRO INFANTIL LUA ENCANTADA                           ,LUA ENCANTADA                 ,33652399
NI                                                                                        ,43191525,EDUCARTE ESCOLA DE EDUCAÇÃO INFANTIL LTDA               ,EDUCARTE                      ,32311800
NI                                                                                        ,43191541,BERÇARIO CRECHE RECREAÇÃO CISNE BRANCO LTDA             ,CISNE BRANCO                  ,32316345
NI                                                                                        ,43191568,ESCOLA DE EDUCAÇÃO INFANTIL PLANETA COR                 ,PLANETA COR                   ,33125134
NI                                                                                        ,43191576,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL BRILHO DE SOL          ,BRILHO DE SOL                 ,33953307
NI                                                                                        ,43191606,CRECHE JOANINHA LTDA                                    ,JOANINHA                      ,33451703
NI                                                                                        ,43191622,ESCOLA DE EDUCAÇÃO INFANTIL  FADA MADRINHA              ,FADA MADRINHA                 ,33673350
NI                                                                                        ,43191630,ESCOLA DE RECREAÇÃO CANARINHO                           ,CANARINHO                     ,33643256
NI                                                                                        ,43191649,CRECHE FOFURA LTDA-INST.DE EDUC.INFANTIL FOFURA         ,FOFURA                        ,33411097
NI                                                                                        ,43191681,CENTRO EDUCACIONAL BALÃO AZUL                           ,BALÃO AZUL                    ,3319801
NI                                                                                        ,43191690,JARDIM E CIA                                            ,JARDIM E CIA                  ,33380253
NI                                                                                        ,43191703,PEQUENO GENIO CRIATIVO E LAZER LTDA                     ,PEQUENO GENIO                 ,33391916
NI                                                                                        ,43191720,CENTRO DE EDUCAÇÃO INFANTIL COLMEIA LTDA                ,COLMEIA                       ,33423102
NI                                                                                        ,43191738,MUNDO MÁGICO LTDA                                       ,MUNDO MAGICO                  ,32174011
NI                                                                                        ,43191746,ESCOLA DE EDUCAÇÃO INFANTIL LAR DO BEBE PUPILEIRA       ,LAR DO BEBE                   ,32221574
NI                                                                                        ,43191754,CRECHE COELHINHO AZUL                                   ,COELHINHO AZUL                ,33864388
NI                                                                                        ,43191762,CRECHE E MATERNAL BARQUINHO DE PAPEL                    ,BARQUIHO DE PAP               ,33477728
NI                                                                                        ,43191800,ESCOLINHA EDUCACIONAL INFANTIL TURMA DA MÔNICA          ,TURMA DA MONICA               ,33449528
NI                                                                                        ,43191819,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL HOTELZINHO             ,HOTELZINHO                    ,33307511
NI                                                                                        ,43191835,AMPARO DA IMACULADA CONCEIÇÃO                           ,IMACULADA                     ,32334334
NI                                                                                        ,43191843,ESC. DE EDUC. INF. MIMO DE GENTE SOC. SIMP.LTDA ME      ,MIMO DE GENTE                 ,33414531
NI                                                                                        ,43191886,CENTRO EDUCACIONAL INFANTIL FUTURO                      ,CENTRO EDUC FUT               ,33365732
NI                                                                                        ,43191908,CENTRO DE RECREAÇÃO URSINHO PIM POM LTDA                ,URSINHO PIM POM               ,33349625
NI                                                                                        ,43191924,CENTRO INFANTIL ANJINHO MALAQUIAS LTDA                  ,ANJINHO MALAQUI               ,33420399
NI                                                                                        ,43191932,ESCOLA EDUCAÇÃO INFANTIL DOCE MEL                       ,DOCE MEL                      ,33386141
NI                                                                                        ,43191940,ESCOLA DE EDUCAÇÃO INFANTIL DA MÔNICA                   ,INFANCIA DA MON               ,33612018
NI                                                                                        ,43191959,CRECHE CEGONHA SAPECA                                   ,CEGONHA SAPECA                ,32217076
NI                                                                                        ,43191967,SEC. DE AÇÃO SOC. DA ARQUIDIOCESE DE PORTO ALEGRE       ,ARQUIDIOCESE                  ,32232555
NI                                                                                        ,43191975,CENTRO DE APRENDIZAGEM INFANTIL CRIANÇA E CIA           ,CRIANÇA E CIA                 ,3612894
NI                                                                                        ,43191983,C0LÉGIO UNIFICADO IGUATEMI                              ,UNIFICADO IGUAT               ,33289530
NI                                                                                        ,43200907,ESC EDUC INF GIRASSOL AMARELO LTDA                      ,GIRASSOL                      ,32330519
NI                                                                                        ,43200923,ESCOLA DE EDUCAÇÃO INFANTIL BRINCAR E APRENDER          ,BRINCAR E APREN               ,33111551
NI                                                                                        ,43200931,CENTRO DE APRENDIZAGEM INFANTIL FEITO CRIANÇA LTDA      ,FEITO CRIANÇA                 ,33424161
NI                                                                                        ,43200958,PÉ DE MOLEQUE RECREAÇÃO LTDA                            ,PE DE MOLEQUE                 ,33377863
NI                                                                                        ,43200966,CENTRO DE RECREAÇÃO ELMARI LTDA                         ,ELMARI                        ,32237949
NI                                                                                        ,43200974,ESCOLA INFANTIL SÍTIO ENCANTADO                         ,SITIO ENCANTADO               ,32480136
NI                                                                                        ,43200982,ASSOC.AMIG.ARTEÃOS PESCA ILHA PINTADA-REC.CRIANÇA       ,PESCA                         ,32116156
NI                                                                                        ,43200990,CRECHE E ESCOLA INFANTIL VIDA ENCANTADA LTDA            ,VIDA ENCANTADA                ,32280767
NI                                                                                        ,43201008,TEICHMANN E RITTER LTDA                                 ,TEICHMANN E RIT               ,33304923
NI                                                                                        ,43201016,CRECHE BOLINHA DE SABÃO- CENT.INT.INF.TURM.EMÍLIA       ,BOLINHA DE SABÃ               ,32467900
NI                                                                                        ,43201024,CRECHE BERÇARIO E RECREAÇAO BABY HOUSE                  ,BABY HOUSE                    ,33284657
NI                                                                                        ,43201040,RECREAÇÃO INFANTIL BRIZELY                              ,BRIZELY                       ,32499014
NI                                                                                        ,43201075,CENTRO DE EDUCAÇÃO INFANTIL CONSTRUINDO O FUTURO        ,CONSTRUINDO O F               ,33642063
NI                                                                                        ,43201105,CENTRO DE ATENDIMENTO INFANTIL TURMA DO MORANGUINH      ,TURMA DO MORANG               ,33426639
NI                                                                                        ,43201113,ESCOLA DE EDUCAÇÃO INFANTIL BANANAS DE PIJAMAS          ,BANANAS                       ,30193620
NI                                                                                        ,43201121,ESCOLA DE EDUCAÇÃO INFANTIL  OLÍVIA PALITO LTDA         ,OLIVIA PALITO                 ,33360585
NI                                                                                        ,43201148,ESCOLA DE EDUCAÇÃO INFANTIL  PINDUCA E CIA              ,PINDUCA                       ,33952948
NI                                                                                        ,43201164,ESCOLA DE EDUCAÇÃO INFANTIL VIVER E APRENDER            ,VIVER E APRENDE               ,32668699
NI                                                                                        ,43201172,ESCOLA DE EDUCAÇÃO INFANTIL SEMEANDO O SABER            ,SEMEANDO O SABE               ,33971996
NI                                                                                        ,43201199,MUNDO COLORIDO ESCOLA DE EDUCAÇÃO INFANTIL LTDA         ,MUNDO COLORIDO                ,33307709
NI                                                                                        ,43201202,CENTRO INFANTIL RECANTO MIMOSO LTDA                     ,RECANTO MIMOSO                ,33426769
NI                                                                                        ,43201245,ESCOLA EDUCAÇÃO INFANTIL MUNDO VERDE                    ,MUNDO VERDE                   ,32684700
NI                                                                                        ,43201300,TIA JANJA                                               ,JANJA                         ,3210759
NI                                                                                        ,43201318,ESCOLA DE EDUCAÇÃO INFANTIL CASTELO DE SONHOS           ,CASTELO DE SONH               ,33467664
NI                                                                                        ,43201342,MORANGUINHO ESCOLA DE RECR.JDIM E PRÉ                   ,MORANGUINHO                   ,33642242
NI                                                                                        ,43201407,ESPAÇO CRIATIVO ESCOLA DE EDUCAÇÃO INFANTIL             ,CRIATIVO                      ,33348712
NI                                                                                        ,43201431,ESCOLA DE EDUCAÇÃO INFANTIL LUGAR DE CRIANÇA LTDA       ,LUGAR DE CRIANÇ               ,30289872
NI                                                                                        ,43201466,DESPERTAR EDUCAÇÃO INFANTIL LTDA                        ,DESPERTAR                     ,33884238
NI                                                                                        ,43201474,IDERLI INES CARVALHO RUBIM CUIDA-SE DE CRIANCAS         ,IDERI INES                    ,32611518
NI                                                                                        ,43201490,IRIA CENTENO                                            ,IRIA                          ,32617151
NI                                                                                        ,43201539,CENTRO DE EDUCAÇÃO INFANTIL ARTE E VIDA LTDA            ,ARTE E VIDA                   ,30286987
NI                                                                                        ,43201555,ESCOLA DE EDUCAÇÃO INFANTIL  NSA SRA DAS GRACAS         ,DAS GRAÇAS                    ,33689034
NI                                                                                        ,43201571,BERÇÁRIO E CRECHE KARA MELADA                           ,KARA MELADA                   ,32231988
NI                                                                                        ,43201610,CRECHE MAESTRINHO LTDA                                  ,MAESTRINHO                    ,32179849
NI                                                                                        ,43201717,ESC ENS FUND NOSSA SENHORA DE FÁTIMA                    ,SENHORA DE FATI               ,33662497
NI                                                                                        ,43201750,SOCIEDADE EDUCACIONAL AFRÂNIO LTDA                      ,AFRANIO                       ,33375666
NI                                                                                        ,43201776,CENTRO TECNOLÓGICO DA ACM                               ,ACM                           ,32268288
NI                                                                                        ,43203140,CRECHE TIA XUXINHA LTDA.                                ,TIA XUXINHA                   ,33333543
NI                                                                                        ,43203159,ASSOC. BENEF. FRATERNO AUXILIO CRISTÃO DA S. FAM.       ,AUXILIO CRISTÃO               ,32248814
NI                                                                                        ,43203167,ESCOLA DE EDUCAÇÃO INFANTIL VAMOS CRESCER               ,VAMOS CRESCER                 ,32469343
NI                                                                                        ,43203191,ESCOLA DE EDUCAÇÃO INFANTIL MAGIA DO SABER              ,MAGIA DO SABER                ,33327779
NI                                                                                        ,43203205,CRECHE E PRÉ-ESCOLA PINGOS DE LUZ                       ,PINGOS DE LUZ                 ,33406720
NI                                                                                        ,43203221,CRECHE E HOTELZINHO CACHINHOS DOURADOS LTDA             , CACHINHOS DOUR               ,33871794
NI                                                                                        ,43203230,CENTRO INFANTIL SOLDADINHO VALENTE                      ,SOLDADINHO VALE               ,32320873
NI                                                                                        ,43203655,ESCOLA  DE EDUCAÇÃO INFANTIL BEIJA FLOR                 ,BEIJA FLOR                    ,33384941
NI                                                                                        ,43203817,COLÉGIO MESQUITA                                        ,MESQUITA                      ,33403110
NI                                                                                        ,43203825,ESC EDUC PROFISSIONAL EM SAÚDE                          ,SAUDE                         ,33319555
NI                                                                                        ,43203833,UNIDADE DE ENSINO ESPECIAL CONCÓRDIA - ULBRA            ,CONCÓRDIA                     ,33412039
NI                                                                                        ,43203841,NEEJACP DARCY VARGAS                                    ,DARCY VARGAS                  ,32216366
NI                                                                                        ,43203850,NEEJA DARCY RIBEIRO                                     ,DARCY RIBEIRO                 ,33883957
NI                                                                                        ,43203868,COLÉGIO UNIVERSITARIO DE ENS MEDIO                      ,UNIVERSITARIO M               ,32112710
NI                                                                                        ,43203876,COLÉGIO UNIFICADO LINDÓIA                               ,UNIFICADO LINDO               ,33442658
NI                                                                                        ,43203884,ESCOLA DE ENSINO FUNDAMENTAL CORONEL ESCOBAR            ,CORONEL ESCOBAR               ,33351800
NI                                                                                        ,43204627,CENTRO RECREATIVO TURMA DO PIU PIU                      ,PIU PIU                       ,32611008
NI                                                                                        ,43204929,NEEJA CARDEAL ALFREDO VICENTE SCHERER                   ,ALFREDO VICENTE               ,32248994
NI                                                                                        ,43206247,CLUBE DE MAES MAOS DADAS                                ,MÃOS DADAS                    ,33671811
NI                                                                                        ,43206255,ESC EDUC INF ANJINHOS TRAVESSOS                         ,ANJINHOS                      ,32494145
NI                                                                                        ,43206263,ESCOLA INFANTIL INTERAGIR                               ,INTERAGIR                     ,32684740
NI                                                                                        ,43206271,ESCOLA EDUC INF BABY DOO LTDA                           ,BABY DOO                      ,32351365
NI                                                                                        ,43206280,ESC EDUCACAO INFANTIL ABC                               ,ABC                           ,33815105
NI                                                                                        ,43206298,ESCOLA DE EDUCAÇÃO INFANTIL ANJINHO DA GUARDA           ,ANJINHO DA GUAR               ,30193153
NI                                                                                        ,43206301,ESC EDUC INF UNIVERSO MAGICO                            ,MAGICO                        ,33380461
